rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
159,map,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,2,2,103,103,101,101,snapshot_2026_05_21.json,snapshot_2026_05_18.json
160,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,2,2,90,90,88,88,snapshot_2026_05_21.json,snapshot_2026_05_18.json
161,map,san-antonio,San Antonio,rslurry,slurry,https://github.com/rslurry,2,2,90,90,88,88,snapshot_2026_05_21.json,snapshot_2026_05_18.json
162,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,2,2,82,82,80,80,snapshot_2026_05_21.json,snapshot_2026_05_18.json
163,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,72,72,70,70,snapshot_2026_05_21.json,snapshot_2026_05_18.json
164,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,2,2,60,60,58,58,snapshot_2026_05_21.json,snapshot_2026_05_18.json
165,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,17,17,15,15,snapshot_2026_05_21.json,snapshot_2026_05_18.json
166,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,12,12,10,10,snapshot_2026_05_21.json,snapshot_2026_05_18.json
167,map,connecticut-usa,Connecticut,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,2,2,2,2,0,0,snapshot_2026_05_21.json,snapshot_2026_05_18.json
168,map,yukina-kobe-akashi,神戸 (Kōbe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,238,238,237,237,snapshot_2026_05_21.json,snapshot_2026_05_18.json
169,map,trondheim-val,Trondheim,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,1,170,170,169,169,snapshot_2026_05_21.json,snapshot_2026_05_18.json
170,map,daegu-3,Daegu (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,150,150,149,149,snapshot_2026_05_21.json,snapshot_2026_05_18.json
171,map,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,1,1,145,145,144,144,snapshot_2026_05_21.json,snapshot_2026_05_18.json
172,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,1,1,133,133,132,132,snapshot_2026_05_21.json,snapshot_2026_05_18.json
173,map,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,1,1,130,130,129,129,snapshot_2026_05_21.json,snapshot_2026_05_18.json
174,map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,1,114,114,113,113,snapshot_2026_05_21.json,snapshot_2026_05_18.json
175,map,sejong-3,Sejong (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,114,114,113,113,snapshot_2026_05_21.json,snapshot_2026_05_18.json
176,map,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,1,1,113,113,112,112,snapshot_2026_05_21.json,snapshot_2026_05_18.json
177,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,1,1,105,105,104,104,snapshot_2026_05_21.json,snapshot_2026_05_18.json
178,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,1,1,104,104,103,103,snapshot_2026_05_21.json,snapshot_2026_05_18.json
179,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,1,1,97,97,96,96,snapshot_2026_05_21.json,snapshot_2026_05_18.json
180,map,catania,Catania,Maximilian284,max02,https://github.com/Maximilian284,1,1,83,83,82,82,snapshot_2026_05_21.json,snapshot_2026_05_18.json
181,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,83,83,82,82,snapshot_2026_05_21.json,snapshot_2026_05_18.json
182,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,1,1,77,77,76,76,snapshot_2026_05_21.json,snapshot_2026_05_18.json
183,map,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,1,1,57,57,56,56,snapshot_2026_05_21.json,snapshot_2026_05_18.json
184,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,54,54,53,53,snapshot_2026_05_21.json,snapshot_2026_05_18.json
185,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,1,1,49,49,48,48,snapshot_2026_05_21.json,snapshot_2026_05_18.json
186,map,ulsan-3,Ulsan (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,49,49,48,48,snapshot_2026_05_21.json,snapshot_2026_05_18.json
187,map,pulau-pinang,Pulau Pinang,nzh0172,naz,https://github.com/nzh0172,1,1,43,43,42,42,snapshot_2026_05_21.json,snapshot_2026_05_18.json
188,map,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,1,1,34,34,33,33,snapshot_2026_05_21.json,snapshot_2026_05_18.json
189,map,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,1,1,28,28,27,27,snapshot_2026_05_21.json,snapshot_2026_05_18.json
190,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,1,1,22,22,21,21,snapshot_2026_05_21.json,snapshot_2026_05_18.json
191,map,daejeon-3,Daejeon (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,19,19,18,18,snapshot_2026_05_21.json,snapshot_2026_05_18.json
192,map,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,0,0,146,132,146,132,snapshot_2026_05_21.json,snapshot_2026_05_18.json
193,map,bucharest-medium,Bucharest,metatablestudios,metatablestudios,https://github.com/metatablestudios,0,0,132,132,132,132,snapshot_2026_05_21.json,snapshot_2026_05_18.json
194,map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,0,0,129,129,129,129,snapshot_2026_05_21.json,snapshot_2026_05_18.json
195,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,0,2,113,101,113,99,snapshot_2026_05_21.json,snapshot_2026_05_18.json
196,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,2,60,44,60,42,snapshot_2026_05_21.json,snapshot_2026_05_18.json
197,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,49,49,49,49,snapshot_2026_05_21.json,snapshot_2026_05_18.json
198,map,johor-bahru,Johor Bahru,nzh0172,naz,https://github.com/nzh0172,0,0,26,26,26,26,snapshot_2026_05_21.json,snapshot_2026_05_18.json
199,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,0,0,18,18,18,18,snapshot_2026_05_21.json,snapshot_2026_05_18.json
